ubigeo,departamento,provincia,distrito,region,macroregion_inei,macroregion_minsa,pct_pobreza_total,pct_pobreza_extrema
220604,SAN MARTIN,MARISCAL CACERES,PACHIZA,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,32.8984,4.14602
220605,SAN MARTIN,MARISCAL CACERES,PAJARILLO,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,28.645143,2.08466
220701,SAN MARTIN,PICOTA,PICOTA,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,24.70802,6.193609
220702,SAN MARTIN,PICOTA,BUENOS AIRES,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,29.361226,14.29592
220703,SAN MARTIN,PICOTA,CASPISAPA,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,18.07443,1.83366
220704,SAN MARTIN,PICOTA,PILLUANA,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,23.910286,7.411015
220705,SAN MARTIN,PICOTA,PUCACACA,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,16.425664,5.264971
220706,SAN MARTIN,PICOTA,SAN CRISTOBAL,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,18.07443,6.077856
220707,SAN MARTIN,PICOTA,SAN HILARION,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,24.70802,0.930144
220708,SAN MARTIN,PICOTA,SHAMBOYACU,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,49.681894,15.02705
220709,SAN MARTIN,PICOTA,TINGO DE PONASA,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,42.391529,13.35492
220710,SAN MARTIN,PICOTA,TRES UNIDOS,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,38.180087,8.624467
220801,SAN MARTIN,RIOJA,RIOJA,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,17.096746,1.826425
220802,SAN MARTIN,RIOJA,AWAJUN,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,31.355645,8.171333
220803,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,43.566699,6.149594
220804,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,28.41423,1.779954
220805,SAN MARTIN,RIOJA,PARDO MIGUEL,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,36.606849,6.437418
220806,SAN MARTIN,RIOJA,POSIC,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,30.87782,4.796746
220807,SAN MARTIN,RIOJA,SAN FERNANDO,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,15.617834,6.443781
220808,SAN MARTIN,RIOJA,YORONGOS,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,30.87782,2.657687
220809,SAN MARTIN,RIOJA,YURACYACU,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,28.41423,1.818118
220901,SAN MARTIN,SAN MARTIN,TARAPOTO,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,6.9122,0.835058
220902,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,20.13965,8.162911
220903,SAN MARTIN,SAN MARTIN,CACATACHI,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,22.05547,4.35122
220904,SAN MARTIN,SAN MARTIN,CHAZUTA,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,55.390811,26.58959
220905,SAN MARTIN,SAN MARTIN,CHIPURANA,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,36.80279,11.41236
220906,SAN MARTIN,SAN MARTIN,EL PORVENIR,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,36.80279,26.53115
220907,SAN MARTIN,SAN MARTIN,HUIMBAYOC,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,47.299215,13.32388
220908,SAN MARTIN,SAN MARTIN,JUAN GUERRA,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,22.05547,27.76223
220909,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,15.491806,4.932744
220910,SAN MARTIN,SAN MARTIN,MORALES,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,6.439383,3.758351
220911,SAN MARTIN,SAN MARTIN,PAPAPLAYA,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,36.80279,16.08376
220912,SAN MARTIN,SAN MARTIN,SAN ANTONIO,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,20.13965,11.65532
220913,SAN MARTIN,SAN MARTIN,SAUCE,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,36.312002,27.63419
220914,SAN MARTIN,SAN MARTIN,SHAPAJA,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,16.601613,5.313537
221001,SAN MARTIN,TOCACHE,TOCACHE,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,15.923006,2.810003
221002,SAN MARTIN,TOCACHE,NUEVO PROGRESO,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,26.37225,8.603202
221003,SAN MARTIN,TOCACHE,POLVORA,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,26.37225,9.963051
221004,SAN MARTIN,TOCACHE,SHUNTE,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,33.026907,10.06345
221005,SAN MARTIN,TOCACHE,UCHIZA,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,19.65114,8.270934
221006,SAN MARTIN,TOCACHE,SANTA LUCIA,SAN MARTIN,ORIENTE,MACROREGION ORIENTE,NA,NA
230101,TACNA,TACNA,TACNA,TACNA,SUR,MACROREGION SUR,7.691274,0.226073
230102,TACNA,TACNA,ALTO DE LA ALIANZA,TACNA,SUR,MACROREGION SUR,15.074157,0.950422
230103,TACNA,TACNA,CALANA,TACNA,SUR,MACROREGION SUR,7.304348,0.432479
230104,TACNA,TACNA,CIUDAD NUEVA,TACNA,SUR,MACROREGION SUR,20.479559,1.342573
230105,TACNA,TACNA,INCLAN,TACNA,SUR,MACROREGION SUR,15.01173,2.221963
230106,TACNA,TACNA,PACHIA,TACNA,SUR,MACROREGION SUR,15.01173,1.517795
230107,TACNA,TACNA,PALCA,TACNA,SUR,MACROREGION SUR,34.195333,16.96753
230108,TACNA,TACNA,POCOLLAY,TACNA,SUR,MACROREGION SUR,13.404542,0.944194
230109,TACNA,TACNA,SAMA,TACNA,SUR,MACROREGION SUR,10.643201,1.143432
230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,TACNA,SUR,MACROREGION SUR,18.736677,1.644405
230111,TACNA,TACNA,LA YARADA LOS PALOS,TACNA,SUR,MACROREGION SUR,15.01173,0.226073
230201,TACNA,CANDARAVE,CANDARAVE,TACNA,SUR,MACROREGION SUR,30.362608,13.93951
230202,TACNA,CANDARAVE,CAIRANI,TACNA,SUR,MACROREGION SUR,25.029749,10.17421
230203,TACNA,CANDARAVE,CAMILACA,TACNA,SUR,MACROREGION SUR,23.62097,10.21948
230204,TACNA,CANDARAVE,CURIBAYA,TACNA,SUR,MACROREGION SUR,16.581602,3.128765
230205,TACNA,CANDARAVE,HUANUARA,TACNA,SUR,MACROREGION SUR,23.62097,27.00671
230206,TACNA,CANDARAVE,QUILAHUANI,TACNA,SUR,MACROREGION SUR,31.511674,15.58268
230301,TACNA,JORGE BASADRE,LOCUMBA,TACNA,SUR,MACROREGION SUR,13.058077,0.99771
230302,TACNA,JORGE BASADRE,ILABAYA,TACNA,SUR,MACROREGION SUR,5.539457,0.101131
230303,TACNA,JORGE BASADRE,ITE,TACNA,SUR,MACROREGION SUR,6.952335,0.499995
230401,TACNA,TARATA,TARATA,TACNA,SUR,MACROREGION SUR,36.587575,18.31442
230402,TACNA,TARATA,HEROES ALBARRACIN CHUCATAMANI,TACNA,SUR,MACROREGION SUR,27.586057,21.53956
230403,TACNA,TARATA,ESTIQUE,TACNA,SUR,MACROREGION SUR,23.37961,13.68812
230404,TACNA,TARATA,ESTIQUE-PAMPA,TACNA,SUR,MACROREGION SUR,23.37961,2.420862
230405,TACNA,TARATA,SITAJARA,TACNA,SUR,MACROREGION SUR,26.39149,17.48462
230406,TACNA,TARATA,SUSAPAYA,TACNA,SUR,MACROREGION SUR,27.508999,24.52557
230407,TACNA,TARATA,TARUCACHI,TACNA,SUR,MACROREGION SUR,26.39149,5.747654
230408,TACNA,TARATA,TICACO,TACNA,SUR,MACROREGION SUR,28.908204,16.86796
240101,TUMBES,TUMBES,TUMBES,TUMBES,NORTE,MACROREGION NORTE,8.706752,0.423624
240102,TUMBES,TUMBES,CORRALES,TUMBES,NORTE,MACROREGION NORTE,14.75996,0.317288
240103,TUMBES,TUMBES,LA CRUZ,TUMBES,NORTE,MACROREGION NORTE,11.23351,0.203914
240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,TUMBES,NORTE,MACROREGION NORTE,10.641895,0.449328
240105,TUMBES,TUMBES,SAN JACINTO,TUMBES,NORTE,MACROREGION NORTE,11.23351,0.372192
240106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,TUMBES,NORTE,MACROREGION NORTE,14.75996,0.040983
240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,TUMBES,NORTE,MACROREGION NORTE,9.67336,0.086385
240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,TUMBES,NORTE,MACROREGION NORTE,19.835147,1.228072
240203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,TUMBES,NORTE,MACROREGION NORTE,9.505453,0.094684
240301,TUMBES,ZARUMILLA,ZARUMILLA,TUMBES,NORTE,MACROREGION NORTE,9.250234,0.305801
240302,TUMBES,ZARUMILLA,AGUAS VERDES,TUMBES,NORTE,MACROREGION NORTE,9.250234,0.105774
240303,TUMBES,ZARUMILLA,MATAPALO,TUMBES,NORTE,MACROREGION NORTE,9.073259,0.648972
240304,TUMBES,ZARUMILLA,PAPAYAL,TUMBES,NORTE,MACROREGION NORTE,11.016593,0.474076
250101,UCAYALI,CORONEL PORTILLO,CALLERIA,UCAYALI,ORIENTE,MACROREGION ORIENTE,6.229848,0.230923
250102,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,UCAYALI,ORIENTE,MACROREGION ORIENTE,11.64564,0.290345
250103,UCAYALI,CORONEL PORTILLO,IPARIA,UCAYALI,ORIENTE,MACROREGION ORIENTE,33.710485,5.017393
250104,UCAYALI,CORONEL PORTILLO,MASISEA,UCAYALI,ORIENTE,MACROREGION ORIENTE,32.76884,2.235026
250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,UCAYALI,ORIENTE,MACROREGION ORIENTE,7.864359,0.221107
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,UCAYALI,ORIENTE,MACROREGION ORIENTE,11.64564,2.463624
250107,UCAYALI,CORONEL PORTILLO,MANANTAY,UCAYALI,ORIENTE,MACROREGION ORIENTE,10.445377,0.366103
250201,UCAYALI,ATALAYA,RAYMONDI,UCAYALI,ORIENTE,MACROREGION ORIENTE,31.82103,7.169326
250202,UCAYALI,ATALAYA,SEPAHUA,UCAYALI,ORIENTE,MACROREGION ORIENTE,31.82103,2.175644
250203,UCAYALI,ATALAYA,TAHUANIA,UCAYALI,ORIENTE,MACROREGION ORIENTE,29.567845,7.021069
250204,UCAYALI,ATALAYA,YURUA,UCAYALI,ORIENTE,MACROREGION ORIENTE,52.637208,4.189845
250301,UCAYALI,PADRE ABAD,PADRE ABAD,UCAYALI,ORIENTE,MACROREGION ORIENTE,9.408905,1.073118
250302,UCAYALI,PADRE ABAD,IRAZOLA,UCAYALI,ORIENTE,MACROREGION ORIENTE,12.89956,2.00861
250303,UCAYALI,PADRE ABAD,CURIMANA,UCAYALI,ORIENTE,MACROREGION ORIENTE,9.014545,0.875492
250304,UCAYALI,PADRE ABAD,NESHUYA,UCAYALI,ORIENTE,MACROREGION ORIENTE,11.946857,0.527911
250305,UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,UCAYALI,ORIENTE,MACROREGION ORIENTE,12.89956,0.628519
250306,UCAYALI,PADRE ABAD,HUIPOCA,UCAYALI,ORIENTE,MACROREGION ORIENTE,NA,NA
250307,UCAYALI,PADRE ABAD,BOQUERON,UCAYALI,ORIENTE,MACROREGION ORIENTE,NA,NA
250401,UCAYALI,PURUS,PURUS,UCAYALI,ORIENTE,MACROREGION ORIENTE,31.928338,1.57847
